course_code,course_title,course_teacher,link,fas_code,unique_code,num_responded,num_students,course_score_mean,course_score_median,course_score_mode,course_score_stdev,lecturer_score_mean,lecturer_score_median,lecturer_score_mode,lecturer_score_stdev,workload_score_mean,workload_score_median,workload_score_mode,workload_score_stdev,rec_score_mean,rec_score_median,rec_score_mode,rec_score_stdev,sentiment_score_mean,sentiment_score_median,sentiment_score_mode,sentiment_score_stdev,gem_score_mean,gem_score_median,gem_score_mode,gem_score_stdev,best_comment,max_sent_score,worse_comment,min_sent_score,best_gem_comment,max_gem_score,course_id,course_level,department,subject,qrd,divisional,gened,course_component,course_title_2023
JAPAN 120A,Intermediate Japanese I 001,Takehara,https://harvard.bluera.com/harvard/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=ac83b93037006ddb2869c8504793414d7802fe53dca0ffae2c68f60671eac643ab288355544b2f4efb6b3c1247e02fc3&ReportType=2&regl=en-US,FAS-159595-2228-1-1-001,FAS-159595-2228-1-1-001(Takehara),8.0,10.0,3.83,4.0,5.0,1.4723860879807331,4.33,5.0,5.0,1.1145304921004997,6.8,6.0,5.0,2.17,4.0,4.5,5.0,1.26,0.2664,0.0,0.0,0.4614183351363489,0.0,0.0,0.0,0.0,"The course itself may seem like a big commitment with daily meetings and daily homework assignments, but the spread of the workload across the week makes it much easier to hold yourself accountable to doing all the necessary work to keep up with the class, and even if it can get rigorous at times, you will definitely learn a lot as long as you're willing to put the effort in",0.7992,,0.0,,0.0,159595,For Undergraduate and Graduate Students,East Asian Langs & Civ,Japanese,,None,,Lecture,Intermediate Japanese I
JAPAN 130A,Intermediate Japanese II 001,Yagi,https://harvard.bluera.com/harvard/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=e4d7c0a48d09618a8cb0bae66f48ced7ba9805c84bd23adeccf3517947fe6ea0c245ddcf765b4aff948a34a55b37032d&ReportType=2&regl=en-US,FAS-114292-2228-1-1-001,FAS-114292-2228-1-1-001(Yagi),7.0,8.0,5.0,5.0,5.0,0.0,5.0,5.0,5.0,0.0,10.71,10.0,10.0,2.21,4.71,5.0,5.0,0.49,0.6078,0.6078,0.3818,0.3196122650963195,0.0,0.0,0.0,0.0,"Yagi sensei is a bit quieter than the other senseis, but definitely the nicest :–)",0.8338,,0.0,,0.0,114292,For Undergraduate and Graduate Students,East Asian Langs & Civ,Japanese,,None,,Lecture,Intermediate Japanese II
JAPAN 130A,Intermediate Japanese II 002,Yagi,https://harvard.bluera.com/harvard/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=7210bf89275aab5a6c7f032d3a3c3be5d816c31b61b5655034c47edef20d27b05e48385fd343e48867d5b4d37512743c&ReportType=2&regl=en-US,FAS-114292-2228-1-1-002,FAS-114292-2228-1-1-002(Yagi),7.0,9.0,4.71,5.0,5.0,0.4560480215720686,5.0,5.0,5.0,0.0,9.67,9.0,15.0,3.39,4.57,5.0,5.0,0.79,0.7932,0.9344,0.9709,0.2767778350952258,0.0,0.0,0.0,0.0,"Another amazing course by the Japanese professors. I've never had a bad day in this class, and I wholeheartedly recommend it to anyone considering taking Japanese. Yagi Sensei and Nakatani Sensei are amazing and their chemistry works so well to create a course that taught me so much over the past semester while being incredibly fun. Be prepared to do a lot of work however: This was a steep increase in difficulty from the previous courses which I could often coast by without doing much at all.",0.9709,,0.0,,0.0,114292,For Undergraduate and Graduate Students,East Asian Langs & Civ,Japanese,,None,,Lecture,Intermediate Japanese II
JAPAN 140A,Advanced Modern Japanese 001,Asakura,https://harvard.bluera.com/harvard/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=9c2c4f3bace9566d7f49dcf040eb85f41b6899f54313b61f5b1ed9c0834ff79e822e036021f3564e6a06fedd20633a0f&ReportType=2&regl=en-US,FAS-113348-2228-1-1-001,FAS-113348-2228-1-1-001(Asakura),5.0,9.0,4.6,5.0,5.0,0.8040302522073697,5.0,5.0,5.0,0.0,8.4,7.0,16.0,4.83,4.6,5.0,5.0,0.89,0.59165,0.59165,0.6124,0.0293449314192417,0.0,0.0,0.0,0.0,"This course can be a mixed bag because it inherently has to cater widely to the needs of a diverse range of students. The highlights are a real focus on practical competencies like, e.g., formal email writing and turning down/accepting a job offer. Assignments often feels more like busywork than skill–development. Class is spent less on discussion/debate than might be expected for a high–level course.",0.6124,,0.0,,0.0,113348,For Undergraduate and Graduate Students,East Asian Langs & Civ,Japanese,,Arts and Humanities,,Lecture,Advanced Modern Japanese
JAPAN 150A,Readings and Discussion in Japanese Social Sciences 001,Asakura,https://harvard.bluera.com/harvard/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=0d66aefb085243c242507d2c6b5f151a95c8e4b21fd7767c3944cfa099d592623ee4a068d85f0d5e46ff2729a3b1188b&ReportType=2&regl=en-US,FAS-114117-2228-1-1-001,FAS-114117-2228-1-1-001(Asakura),6.0,9.0,4.8,5.0,5.0,0.4020151261036848,5.0,5.0,5.0,0.0,7.8,7.0,15.0,4.44,4.6,5.0,5.0,0.55,0.65805,0.75675,0.8327,0.3561749055356558,0.0,0.0,0.0,0.0,"This is a great course, but be prepared to work hard and stay engaged. Asakura–sensei is incredibly friendly and approachable, so don't be afraid to reach out. You can tell that she puts in a lot of time and effort to prepare the course materials, so definitely take advantage of all the textbook material you're given.",0.9656,,0.0,,0.0,114117,For Undergraduate and Graduate Students,East Asian Langs & Civ,Japanese,,Arts and Humanities,,Lecture,Readings and Discussion in Japanese Social Sciences
JAPNLIT 261,Authorship and Literary Creativity in Early Modern Japan 01,Atherton,https://harvard.bluera.com/harvard/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=8b3b24e4245b17e921fc4bc217e128c73252aeb8f2ad9a59c7ab70cfd51a8af0e36b6509dd25f3cfa5f1629fc819872d&ReportType=2&regl=en-US,FAS-220044-2228-1-1-01,FAS-220044-2228-1-1-01(Atherton),5.0,7.0,5.0,5.0,5.0,0.0,5.0,5.0,5.0,0.0,6.75,6.5,6.0,0.96,5.0,5.0,5.0,0.0,0.43305,0.43305,0.2942,0.1963635531355042,0.0,0.0,0.0,0.0,Excellent course to take as an extension to history studies or as a field prep for Japanese Literature,0.5719,,0.0,,0.0,,,,,,,,,
KOREAN BA,Elementary Korean 001,Kim,https://harvard.bluera.com/harvard/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=9101af792bf21e01b162a2981ca6cbc3470e5a53be88c92853096e8db00fcee1cea93ef9ae17ec8b6a9166e57e96c9e7&ReportType=2&regl=en-US,FAS-124296-2228-1-1-001,FAS-124296-2228-1-1-001(Kim),15.0,19.0,4.75,5.0,5.0,0.4351941398892446,4.91,5.0,5.0,0.2876234912646613,6.91,5.0,10.0,2.84,4.42,4.5,5.0,0.67,0.5415166666666666,0.8081,-0.3612,0.5300332948661496,0.0,0.0,0.0,0.0,This is a great introductory language class. It is really well taught and they make sure you have a good foundation before continuing if you put in the effort. The head instructor as well as the section leaders are great as well.,0.9616,"The course requires a lot of time out of your week in order to prepare for all the weekly quizzes and exams. It is difficult to study for said quizzes and exams because the course (lecture and section) materials are not published onto the Canvas site, and retaking quizzes and exams is not permitted.",-0.3612,,0.0,124296,For Undergraduate and Graduate Students,East Asian Langs & Civ,Korean,,None,,Lecture,Elementary Korean
KOREAN BA,Elementary Korean 002,Kim,https://harvard.bluera.com/harvard/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=42fd08c89b98d9c619718fbdb33df80a2b16042c5312477247e65c34a2e203224d75d070f5b807fa293c357b3eb39d66&ReportType=2&regl=en-US,FAS-124296-2228-1-1-002,FAS-124296-2228-1-1-002(Kim),13.0,15.0,4.64,5.0,5.0,0.6438520439863917,4.89,5.0,5.0,0.3144660377352201,5.09,4.0,4.0,3.51,4.64,5.0,5.0,0.5,0.8077333333333333,0.9133,0.9542,0.3077875484810911,0.0,0.0,0.0,0.0,"If you're interested in Korean or simply looking to fulfill the language requirement, I would really recommend the course!! Professor Kim and all the TFs are so amazing and helpful with whatever you might need, and foster a great environment in class and in section. The class itself isn't too hard, so it's easy to balance with other courses. Definitely take it if you're thinking about it!!",0.9813,,0.0,,0.0,124296,For Undergraduate and Graduate Students,East Asian Langs & Civ,Korean,,None,,Lecture,Elementary Korean
KOREAN BX,Elementary Korean for Advanced Beginners 001,Lee,https://harvard.bluera.com/harvard/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=a39712e45064b96cd19b28a933e8eb3ff9a85a285b989309e3cf9a9cc3b871dd3087050b07d4e5bcb51c11260d901e41&ReportType=2&regl=en-US,FAS-114383-2228-1-1-001,FAS-114383-2228-1-1-001(Lee),11.0,12.0,4.4,4.0,4.0,0.4923659639173309,4.6,5.0,5.0,0.4923659639173309,8.3,6.0,5.0,5.62,4.4,4.0,4.0,0.52,0.56502,0.7239,-0.4215,0.5641845017367989,0.0,0.0,0.0,0.0,"Definitely take this! It's an incredible intensive introduction to the language. Teacher Lee is so nice and supportive. She has high expectations for the class, but that really pushes you to grow. She cares a lot about her students. She even did a letter–writing exercise where we sent our families letters in Korean, and it was honestly so sweet and thoughtful of her to encourage us to apply our learning.",0.9813,"If you are placed into Korean BX, take it. As a senior who never considered taking a language at Harvard, my biggest regret is not having taken this course earlier because there are very few classes that will teach you material that you will carry with you beyond graduation.",-0.4215,,0.0,114383,Primarily for Undergraduate Students,East Asian Langs & Civ,Korean,,None,,Lecture,Elementary Korean for Advanced Beginners
KOREAN 120A,Intermediate Korean 001,Noh,https://harvard.bluera.com/harvard/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=c5b095414f3514861b59c2625f326592797dd0cc647a7d9a209f430d8be49b9c0c21582da89568997dba12f1fb069774&ReportType=2&regl=en-US,FAS-117220-2228-1-1-001,FAS-117220-2228-1-1-001(Noh),13.0,18.0,4.6,5.0,5.0,0.6666666666666666,4.89,5.0,5.0,0.3144660377352201,5.89,5.0,4.0,1.9,4.4,5.0,5.0,0.84,0.8393833333333334,0.8701,0.8732,0.1431051699508674,0.0,0.0,0.0,0.0,"Definitely take this class if you're invested in Korean culture! I will say it does take up a lot of time in the schedule (lecture of MWF and section T/TH, so you're in Korean every day lol) but that's why you should definitely make sure you're actually invested first. Besides the time commitment, it's definitely worth taking and your skills improve a lot by the end.  It's pretty content–dense so if you feel like it's a lot to take in at once you're not alone. But definitely reach out to the teachers, they're all super nice and ready to help students all the time!",0.9944,,0.0,,0.0,117220,For Undergraduate and Graduate Students,East Asian Langs & Civ,Korean,,None,,Lecture,Intermediate Korean
KOREAN 130A,Pre-advanced Korean 001,Lee,https://harvard.bluera.com/harvard/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=4d46ad72000f2b0b7528cce37ef0ef1727ad89439c0708fd074b491faf7bd62553cb0ecf39e2c6aa3da8c055df24cc47&ReportType=2&regl=en-US,FAS-111235-2228-1-1-001,FAS-111235-2228-1-1-001(Lee),8.0,10.0,5.0,5.0,5.0,0.0,5.0,5.0,5.0,0.0,7.0,6.0,10.0,2.89,4.88,5.0,5.0,0.35,0.8146,0.8588,0.7227,0.1253807202084913,0.0,0.0,0.0,0.0,"This class is amazing! The professors are amazing and you will improve a lot, especially in how fluently and naturally you speak. It does take a lot of work and has a decently heavy workload–– you could probably manage it with another heavy class but almost definitely not two other heavy classes. The grading is not necessarily harsh but you're by no means guaranteed an A or A–. Definitely worthwhile to take!",0.9469,,0.0,,0.0,111235,For Undergraduate and Graduate Students,East Asian Langs & Civ,Korean,,Arts and Humanities,,Lecture,Pre-advanced Korean
KOREAN 130XA,Pre-Advanced Modern Korean for High-Proficiency Learners 001,Oh,https://harvard.bluera.com/harvard/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=cf76b832008c0612d16d3751551956ede948f99d7e30f72ee00f54e7e8e752cc39d87fc7df8779b159696818e575c1ac&ReportType=2&regl=en-US,FAS-218165-2228-1-1-001,FAS-218165-2228-1-1-001(Oh),5.0,6.0,4.2,4.0,4.0,0.4020151261036848,4.2,4.0,4.0,0.7521014330903549,6.4,8.0,8.0,2.3,3.8,4.0,3.0,0.84,0.7803,0.8758,0.9384,0.2218432103986958,0.0,0.0,0.0,0.0,"This was a good class, and I would recommend it to Korean heritage students who want to challenge themselves to get better at Korean in an accelerated manner. There is a lot of homework – at least one thing is due every day of class. Although the homework isn't particularly ""hard"", it does take up a lot of time all added up, so keep that in mind. The speaking sections were very helpful, and special in that you get direct feedback after just speaking! I liked how this class focused on our needs and the teacher tailored the curriculum to help us learn the most. I did take some issue with the communication aspects of this class. Some assignments were in the syllabus but not mentioned again, and sometimes there was conflicting messaging on Canvas or no place to upload assignments. As it is an intense language class, there wasn't much lenience, which was frustrating at times. Overall, though, I enjoyed my experience as it helped me 1) get better at Korean 2) make Korean friends in a small class setting.",0.9384,,0.0,,0.0,218165,For Undergraduate and Graduate Students,East Asian Langs & Civ,Korean,,Arts and Humanities,,Lecture,Pre-Advanced Modern Korean for High-Proficiency Learners
KORLIT 134,Korean Literature in Translation 01,Park,https://harvard.bluera.com/harvard/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=9192d72bbb9edd6b80213055e1580b897b8e0e4403c4d0b57531fae452a196533d79371a15fc4db9e288b740c5a05850&ReportType=2&regl=en-US,FAS-205281-2228-1-1-01,FAS-205281-2228-1-1-01(Park),8.0,9.0,4.38,4.0,5.0,0.70317525947985,4.63,5.0,5.0,0.4868569635635265,7.13,6.5,6.0,2.36,4.38,4.5,5.0,0.74,0.7160833333333333,0.8222,0.8176,0.3096498630173549,0.0,0.0,0.0,0.0,Take this class!!! This is the best class I have ever taken. Professor Park is truly the most wonderful and kind instructor ever. You will not regretting taking this class.,0.9577,,0.0,,0.0,,,,,,,,,
ECON 10A,Principles of Economics (Microeconomics) 001,Furman,https://harvard.bluera.com/harvard/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=0589069c51a2ff09ef345cdf6ceebf73360731afd3a642d3e9021f657878258db8e2c4d3ce33bb7f5ebf735456263932&ReportType=2&regl=en-US,FAS-113326-2228-1-1-001,FAS-113326-2228-1-1-001(Furman),633.0,737.0,3.83,4.0,4.0,0.8732257389098306,4.06,4.0,5.0,1.0372360318936986,4.76,4.0,3.0,2.24,4.03,4.0,4.0,0.85,0.5171344947735191,0.6333,0.0,0.4186772257126314,-0.0017421602787456,0.0,0.0,0.0295140668050477,"My background: had never taken an econ class before; international student; more interested in theory (Social Studies) than in more quantitative social sciences (not econ concentrator)– Pro (different engagement levels): During the semester, you don't have to put too much effort if you're not 100% interested in the class. You have to separate time every week to do the PSETs (which are not very long, but the lecture doesn't prepare you to tackle the questions I felt, so it requires a bit of struggling to find out how to do it), and do some other fairly easy assignments such as 500–word essays, small debate, etc. You do have to take time to study for the midterm and final, though, since it's a lot of content to cover.  But apart from that, you can dedicate as much as you want, basically. Some people go to every in–person lecture, PSET collab section, in–person review sessions, special events, office hours, etc. I wasn't this connected with course, but you can make your way in it as you prefer. You can make it a relaxed course and then cram for 4 days for the final. It works. – Pro/grow (connection with the content): Sometimes the content seemed boring/superficial to me, but after the end of the semester (and studying for the final exam), being able to look back in perspective, I feel like I learned interesting and useful things. It's less of a critical space than I wanted to investigate the assumptions, though, but taking it in my first semester was helpful to have this view towards my other classes and allow me to have more perspective into my interest in econ. – Grow (environment): Personally the environment wasn't very intellectually stimulating for me. People are not actively present in sections, you hear everything in the whole econ major stereotype such as advocacy for legal organ selling, etc. If these are your type of people you can perhaps feel more connected than I did.  It's good though that it's a big first–year class, so there's all the adrenaline of entering Sanders for the first lecture, etc. – Pro (material): There's a lot of material to study from. It's very self–explanatory. There's also lots of help. The course is very well structured. Overall, I don't regret taking at all! If you're more interested in it than I was, you might love it, since I already liked it a lot!",0.9943,"Some people fiend over this class & I don't get the hype at all!!! The class is fairly easy, so long as you do your best to watch the lectures & read the textbook as needed. However, I thought the class was pretty underwhelming and it convinced me I have 0 interest in econ. A lot of the content feels like random small details that they throw at you to try to make the applications seem relevant, but this is not super effective when the foundations are not taught well. Most of the psets are on models & graphs, but these applications are barely covered in lecture, not super well covered in the textbook, and sections often feel very disconnected from the rest of the class (random debates and essays lol). Also, mandatory unit reviews/exams sucked the soul out of me and single–handedly ruined my week whenever I had to take them. Anyway, take this class if you wanna convince yourself you hate ec :D",-0.9265,,0.0,113326,Primarily for Undergraduate Students,Economics,Economics,,Social Sciences,,Lecture,Principles of Economics (Microeconomics)
